FoodID	Chapter	Food Name	Alcohol	Alpha-carotene	Alpha-tocopherol	Ash	Available carbohydrate by difference	"Available carbohydrate, FSANZ"	Available carbohydrates by weight	Available carbohydrates in monosaccharide equivalent	Beta-carotene	Beta-carotene equivalents	Beta-tocopherol	Caffeine	Calcium	"Carbohydrate by difference, FSANZ"	Cholesterol	Copper	Delta-tocopherol	Dietary folate equivalents	Dry matter	Edible portion	"Energy, total metabolisable (kcal)"	"Energy, total metabolisable (kcal, including dietary fibre)"	"Energy, total metabolisable (kJ)"	"Energy, total metabolisable (kJ, including dietary fibre)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)"	"Fat, total"	Fatty acid 18:3 omega-3	Fatty acid 20:5 omega-3	Fatty acid 22:5 omega-3	Fatty acid 22:6 omega-3	"Fatty acid cis, trans 18:2 omega-9, 11"	"Fatty acid cis,cis 18:2 omega-6"	"Fatty acids, total long chain polyunsaturated omega-3"	"Fatty acids, total monounsaturated"	"Fatty acids, total polyunsaturated"	"Fatty acids, total polyunsaturated omega-3"	"Fatty acids, total polyunsaturated omega-6"	"Fatty acids, total saturated"	"Fatty acids, total trans"	"Fibre, total dietary"	"Fibre, water-insoluble"	"Fibre, water-soluble"	"Folate food, naturally occurring food folates"	"Folate, total"	"Folic acid, synthetic folic acid"	Fructose	Gamma-tocopherol	Glucose	Iodide	Iron	Lactose	Magnesium	Maltose	Manganese	Niacin equivalents from tryptophan	"Niacin equivalents, total"	"Niacin, preformed"	"Nitrogen, total"	Phosphorus	Potassium	"Protein, total; calculated from total nitrogen"	Retinol	Riboflavin	Selenium	Sodium	"Starch, total"	Sucrose	"Sugars, total"	Thiamin	Total carbohydrate by difference	Total carbohydrates by summation	Tryptophan	"Vitamin A, retinol equivalents"	Vitamin B12	Vitamin B6	Vitamin C	Vitamin D; calculated by summation	"Vitamin E, alpha-tocopherol equivalents"	Water	Zinc	
FoodID	Chapter	Food Name	g/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	mg/100g	?g/100g	g/100g	%	kcal/100g	kcal/100g	kJ/100g	kJ/100g	kcal/100g	kJ/100g	kcal/100g	kJ/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	?g/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	g/100g	?g/100g	mg/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	mg/100g	g/100g	g/100g	mg/100g	?g/100g	?g/100g	mg/100g	mg/100g	?g/100g	mg/100g	g/100g	mg/100g	
S14	S	"Sauce, Worcestershire"	0		0	5	19.49	17.6	17.6	17.86		8		0	160	19.49	2	0.14		8	26.7	100	77.45	78.85	328.91	334.51	80.03	334.51	87.7	366.6	0.2	0							0	0	0	0	0		0.7			8	8	0	6.8		6.3	1.6	3.7	0	83	0	680	0.2	0.6	0.4	0.21	23	890	1.31	1	0.07	0.25	1060	0.7	3.8	16.9	0.02	20.19	18.3		2.34	0	0.03	0	0	0	73.3	0.4	
S2	S	"Pickle, sweet"	0			2.1	37.04	34	34	34.33		59		0	19	37.04	0	0.1		0	41.1	100	140.95	143.15	598.66	607.46	145.33	607.46	157.68	659.1	0.3								0.026	0.144			0.069		1.1			0	0	0	13.5		15.6	2.7	2	0	10	0.1	0	0.1	0.3	0.2	0.09	11	110	0.56	0	0.01	0.17	1700	1.6	3.2	32.4	0.03	38.14	35.1		9.85	0	0.07	0	0	0	58.9	1.4	
S22	S	"Sauce, chilli"	0	0		7.4	14.39	17.7	17.7	17.74	570	570		0	17	14.39	0	0.07		12	28.3	100	83.25	92.05	352.81	388.01	92.83	388.01	79.35	331.7	0.8	0							0	0	0	0	0		4.4			12	12	0	9.5		7.8	1.6	2.8	0	15	0	0.17	0.3	0.9	0.6	0.21	28	140	1.31	0	0.09	0	2620	0.4	0	17.3	0.01	18.79	22.1		95.19	0	0.1	8	0	1.97	71.7	0.1	
S23	S	"Sauce, hoisin"	0		0	4.98	9.71	21.76	21.76	22.19		505		0	32	9.71	3	0.13		23	31.8	100	130.86	151.66	551.92	635.12	151.94	635.12	102.95	430.34	3.4								0.963	1.698			0.568		10.4			23	23	0	8.3		7.3	1.6	1.01	0	24	0	254	0.1	1.27	1.17	0.57	38	119	3.31	0	0.22	0	1620	2.36	3.8	19.4	0	20.11	32.16		84.34	0	0.06	0.4	0	0	68.2	0.32	
S28	S	"Dressing, French, Kraft"	0	0	3.59	5.35	10.95	8	8	8.22	0	0		0	8	10.95	0	0		0	24.25	100	103.55	103.55	430.15	430.15	102.91	430.15	114.9	480.3	7.95						1.438		4.71	2.043		1.438	0.629		0	0	0	0	0	0	2.95		2.9	0.8	0.52	0	0.34	0	0	0	0	0	0	6.24	13.5	0	0	0.01	0	1150	2.15	0	5.85	0.04	10.95	8		0	0	0	0.75	0	3.59	75.75	0.3	
S29	S	"Dressing, coleslaw, Lite, Eta"	0			2.4	20.9	20.4	20.4	21.73		22		0	3.68	20.9	0	0		1	26.45	100	104.55	105.75	441.15	445.95	106.69	445.95	108.72	454.45	2.55								0.815	2.31			0.308	0.019	0.6			1	1	0	2.96		3.03	1.64	0.23	0	0	0	0	0.4	0.4	0	0	2.97	5.43	0	6	0.03	0	931	12.17	2.24	8.23	0.06	21.5	21		9.67	0.41	0	0.6	0	3.85	73.55	0.14	
S3	S	"Salad, cream"	0			4.21	16.15	16.1	16.1	16.72	17	17		0	18	16.15	43	0.02		3	52.8	100	349.15	349.15	1445.14	1445.14	345.73	1445.14	345.94	1446.03	31								6.2	19.41			3.9		0	0	0	3	3	0	1.9		1.9	2	0.5	0	9	0	100	0.3	0.3	0	0.23	48	40	1.44	9	0	0.1	1040	0	12.3	16.1	0	16.15	16.1		11.84	0.5	0.03	0	0	10.6	47.2	0.3	
S30	S	"Dressing, free salad, Kraft"	0			1.8	23.55	22.66	22.66	23.79		22		0	1.97	23.55	0	0		1	42.2	100	236.51	237.11	985.26	987.66	236.28	987.66	239.88	1002.7	15.93								8.19	4.09			1.045		0.3			1	1	0	4.72		4.82	0.8	0.05	0	0.85	0	0	0.4	0.4	0	0.1	4.37	9.88	0.63	9	0.03	0	734	9.55	3.57	13.11	0.06	23.85	22.96		12.67	0.41	0	0.6	0	3.85	57.8	0.27	
S31	S	"Dressing, Italian, Kraft"	0	0		1.4	5.06	5.85	5.85	5.85	0	0		0	7.66	5.06	0	0		0	20.9	100	142.35	143.75	588.99	594.59	142.25	594.59	139.04	581.2	12.8								7.3	3.47			0.959		0.7			0	0	0	2.95		2.9	0.8	0.2	0	1.59	0	16.5	0	0	0	0.15	79.4	33	0.94	0	0	0	884	0	0	5.85	0	5.76	6.55		0	0	0	0.08	0	0.38	79.1	0.22	
S32	S	"Dressing, Italian, lite, Eta"	0	0		2.9	0.95	4.97	4.97	5	0	0		0	7.7	0.95	0	0		0	4.9	100	23.93	25.13	101.14	105.94	25.34	105.94	9	37.6	0.45								0	0			0		0.6			0	0	0	2.3		2.15	0.8	0	0	0.92	0	32	1	1	0	0	5.81	34.1	0	0	0.01	0	1260	0	0.52	4.97	0.05	1.55	5.57		0	0	0	0.55	0	0.08	95.1	0.24	
S33	S	"Mustard, creamed, commercial"	0	0		3	9	9.45	9.45	9.69	0	0		0	83	9	0	0.19		0	24.6	100	88.9	96.3	373.95	403.55	96.54	403.55	94.71	395.9	3.1								2.1	0.8			0.1		3.7			0	0	0	2.9		3.4	1	2	0	55	0	0	1	2	1	1	140	160	5.8	0	0.03	0	1420	1.72	1.43	7.73	0.2	12.7	13.15		0	0	0.3	0	0	0	75.4	0.8	
S34	S	"Sauce, mint"	0	0		3	25.93	20.9	20.9	21.46	0	0		0	120	25.93	0	0.3		0	31.3	100	89.86	91.46	381.92	388.32	92.9	388.32	113.37	473.9	0								0	0			0		0.8			0	0	0	4.8		4.9	1.6	7.4	0	46	0	860	0.3	0.3	0	0.27	27	210	1.57	0	0	0	690	0	11.2	20.9	0	26.73	21.7		0	0	0	0	0	0	68.7	0.2	
S35	S	"Sauce, pasta, tomato based, heated, commercial"	0		1.52	2	8.98	9.57	9.57	9.88	400	400		0	20.7	8.98	0	0.13	0	2.9	14.95	100	49.39	52.79	209.41	223.01	53.35	223.01	50.97	213.05	0.41								0.2	0.15			0.04		1.7			2.9	2.9	0	2.85	0.03	2.35	1.6	0.77	0	20.1	0	149	0.2	1.23	1.03	0.32	36.5	413	1.86	0	0.09	0.97	488	1.77	2.6	7.8	0.12	10.68	11.27		66.8	0	0.3	2.72	0	1.52	85.05	0.21	
S36	S	"Topping, fruit flavoured"	0	0		0.4	44.8	46.3	46.3	47.29	0	0		0	6	44.8	0	0.09		0	45.2	100	185.2	185.2	787.1	787.1	188.3	787.1	182.2	761.6	0								0	0			0		0	0	0	0	0	0	13.4		15	0.5	0	0	2	0	0	0	0	0	0	1	26	0	0	0	0	35	1.9	16	44.4	0	44.8	46.3		0	0	0	0	0	0	54.8	0	
S37	S	"Topping, butterscotch, caramel"	0	0		0.5	52.76	54.6	54.6	57.25	0	0		0	53	52.76	2	0.02		2	57	100	236.4	238.2	1003.05	1010.25	241.69	1010.25	234.21	979	1.33								0.02	0			0.15		0.9			2	2	0	0.6		9	0.5	0.2	3.3	8	6.4	50	0	0.04	0.04	0.26	47	84	1.51	27	0.1	0	349	8	27.3	46.6	0.01	53.66	55.5		27	0.09	0.01	0.3	0	0	43	0.2	
S39	S	"Syrup, maple"	0	0		0.6	67.2	58	58	60.69	0	0		0	67	67.2	0	0.07		0	68	100	233.8	233.8	993.4	993.4	237.66	993.4	275.07	1149.8	0.2								0	0			0		0	0	0	0	0	0	1.1		3.1	0.5	1.2	0	14	0	3300	0	0.03	0.03	0	2	204	0	0	0.01	0	9	0	53.8	58	0.01	67.2	67.2		0	0	0	0	0	0	32	4.16	
S4	S	"Sauce, brown"	0			3.4	26.51	21.8	21.8	22.23	21	21		0	38	23.51	0	0.29		0	31.8	100	92.85	94.05	394.49	399.29	104.85	438.29	111.82	467.4	0.1								0.035	0.018			0.038		0.6			0	0	0	8.3		7.3	0.5	2.74	0	26	0	0	0.18	0.28	0.1	0.19	32	345	1.19	0	0.09	1	866	2.4	3.8	19.4	0.13	27.11	22.4		3.51	0	0.06	0	0	0.65	68.2	0.4	
S40	S	"Molasses, sweet"	0	0		3.3	70.7	70.7	70.7	73.02	0	0		0	205	70.7	0	0.49		0	74.1	100	283.7	283.7	1205.6	1205.6	288.42	1205.6	288.42	1205.6	0.1								0.032	0.05			0.02		0	0	0	0	0	0	12.9		11.5	0.5	4.72	0	242	0	1530	0	0.93	0.93	0	31	1460	0	0	0	0	37	0	46.3	70.7	0.04	70.7	70.7		0	0	0.67	0	0	0.41	25.9	0.29	
S42	S	"Sauce, tabasco"	0	0		1.98	0.21	1.62	1.62	1.69	0	0		0	12	0.21	0	0.1		1	4.83	100	18.42	19.62	77.35	82.15	19.65	82.15	13.94	58.25	0.76								0.058	0.401			0.106		0.6			1	1	0	0.5		0.4	1.36	2.4	0	12	0	0	0	0.18	0.18	0.22	23	128	1.28	164	0.08	0	1520	0.72	0	0.9	0.03	0.81	2.22		164	0	0.15	4.5	0	0	95.17	0.2	
S43	S	"Sauce, black bean"	0			3	13.82	11.8	11.8	12.21		93		0	86	13.82	4	0.2		66	29.2	100	100.7	105.7	424.49	444.49	106.34	444.49	114.57	478.9	2.8								0.6	1.4			0.6		2.5			66	66	0	2.6		2.1	1.36	5.7	0	46	0	0	1.1	1.5	0.4	1.22	84	84	7.08	0	0.1	0.8	2510	1	6.1	10.8	1.14	16.32	14.3		15.53	0	0	0	0	0	70.8	0.7	
S44	S	"Sauce, tomato, composite"	0			2.36	25.41	24.87	24.87	25.55		104		0	20.5	25.41	0	0.11		11.65	30.46	100	105.13	107.93	446.68	457.88	109.54	457.88	111.75	467.1	0.1	0							0	0	0	0	0		1.4			11.65	11.65	0	6.1		5.6	1.36	1.35	0	16.4	0	152	0.25	1.45	1.2	0.19	23.8	398	1.19	15	0.03	3.28	615	0.47	12.7	24.4	0.02	26.81	26.27		32.37	0	0.13	7.85	0	5.52	69.54	0.14	
S45	S	"Dressing, mayonnaise, commercial"	0			1.7	17.08	18.6	18.6	19.18		1		0	7.75	17.08	5.1	0		6.28	47.8	100	325.3	326.9	1348.03	1354.43	324.03	1354.43	317.82	1328.5	27.6						9.472		11.1	11.618		9.472	3.069		0.8			6.28	6.28	0	5.35		5.46	1.64	0.58	0	2.35	0	0	0.1	0.1	0	0.1	12.1	10.7	0.63	6	0.03	0	607	3.81	3.98	14.79	0.06	17.88	19.4		6.17	0.41	0	0.6	0.1	3.85	52.2	0.33	
S46	S	"Sauce, tartar, Eta"	0			3.05	3.38	6.95	6.95	7.07		239		0	12.3	3.38	20.8	0		6	74	100	614.48	618.28	2530.54	2545.74	609.03	2545.74	594.51	2485.05	64.8						31.712		14.5	36.24		31.712	10.141		1.9			6	6	0	2.31		2.31	1.64	0.95	0	5.14	0	0	0.5	0.5	0	0.15	28.9	17.1	0.87	6	0.03	0	914	0	2.33	6.95	0.06	5.28	8.85		45.91	0.41	0	0.6	0	3.85	26	0.42	
S47	S	"Dressing, Coleslaw, Eta"	0			2.4	9.45	12.48	12.48	12.65		5		0	4.83	9.45	9.7	0		6.28	40.15	100	298.32	299.72	1233.36	1238.96	296.4	1238.96	284.08	1187.45	27.6						12.876		6.69	14.692		12.876	4.282		0.7			6.28	6.28	0	4.49		4.59	1.64	0.08	0	0	0	0	0.1	0.1	0	0	16	7.32	0	1	0.03	0	1060	0	3.4	12.48	0.06	10.15	13.18		1.84	0.21	0	0.6	0	3.85	59.85	0.27	
S48	S	"Dressing, potato salad, Eta"	0	0		2.3	12.58	15.63	15.63	15.84	0	0		0	7.73	12.58	15.9	0		4	50.25	100	366.97	369.37	1517.69	1527.29	365.38	1527.29	352.95	1475.35	33.55						13.577		10.9	15.585		13.577	4.077		1.2			4	4	0	5.63		5.75	1.64	0.22	0	1.74	0	0	0.3	0.3	0	0.1	22.1	23.6	0.63	6	0.03	0	819	0	4.25	15.63	0.06	13.78	16.83		6	0.41	0	0.6	0	3.85	49.75	0.64	
S49	S	"Dressing, salad, Homestyle, Eta"	0	0		1.7	26.19	24.45	24.45	25.87	0	0		0	4.46	26.19	11.5	0		16	38.05	100	189.24	189.24	791.57	791.57	189.37	791.57	196.45	821.15	10.16						4.366		3.04	5.042		4.366	1.421		0	0	0	16	16	0	4.26		4.35	1.64	0.23	0	0.33	0	0	0.3	0.3	0	0	17.1	8.85	0	6	0.03	0	696	12.62	3.22	11.83	0.06	26.19	24.45		6	0.42	0	0.6	0	3.85	61.95	0.19	
S5	S	"Sauce, tomato, McDonald's"	0	0		4.2	26.35	22.2	22.2	22.82	116.91	116.91		0	20	26.35	15.6	0.14		11.65	32.9	100	91.6	95.4	389.05	404.25	96.71	404.25	113.59	474.8	0.2								0.035	0.094			0.031		1.9			11.65	11.65	0	2.85		8.05	1.36	0.99	0	16.6	6.4	85	0.03	0.83	0.8	0.04	31	460	0.25	15	0.05	0	1150	1	3.9	21.2	0.08	28.25	24.1	2	34.52	0	0.13	0	0	5.52	67.1	0.21	
S50	S	"Dressing, thousand island, Eta"	0			2.75	11.91	15.43	15.43	15.64		70		0	15.6	11.91	12	0		6.3	49.65	100	359.32	362.12	1486.3	1497.5	358.25	1497.5	343.95	1437.7	32.65						15.454		8.07	17.511		15.454	4.947		1.4			6.3	6.3	0	5.56		5.67	1.64	0.96	0	7.86	0	0	0.2	0.2	0	0.15	30.7	151	0.94	6	0.03	0	977	0	4.2	15.43	0.06	13.31	16.83		17.69	0.41	0	0.6	0	3.85	50.35	0.49	
S51	S	"Dressing, Potato Salad, Lite, Eta"	0	0		2.8	20.45	19.45	19.45	20.68	0	0		0	6.74	20.45	0	0		4	26.75	100	98.5	100.9	415.75	425.35	101.76	425.35	105.83	442.35	2.3						1.093		0.532	1.255		1.093	0.332		1.2			4	4	0	2.99		3.06	1.64	0.25	0	1.07	0	0	0	0	0	0	3.15	17.4	0	0	0.03	0	1040	11.14	2.26	8.31	0.06	21.65	20.65		0	0	0	0.6	0	3.85	73.25	0.34	
S52	S	"Dressing, Lite, Eta"	0	0		1.6	17.97	20.75	20.75	22.12	0	0		0	5.23	17.97	0	0		4	26.35	100	133.22	135.62	559.21	568.81	136.08	568.81	124.77	521.55	5.58						2.235		1.86	2.568		2.235	0.683		1.2			4	4	0	2.95		3.01	1.64	0.08	0	0.6	0	0	0	0	0	0	3.59	5.7	0	0	0.03	0	642	12.56	2.23	8.19	0.06	19.17	21.95		0	0	0	0.6	0	3.85	73.65	0.43	
S53	S	"Dressing, Coleslaw, Free, Kraft"	0	0		1.9	24.85	23	23	24.24	0	0		0	4.59	24.85	0	0		4	39.3	100	199.55	200.75	833.15	837.95	200.47	837.95	207.99	869.4	11.95						2.35		7.04	3.173		2.35	0.93		0.6			4	4	0	4.4		4.5	1.64	0	0	0.91	0	0	0	0	0	0	4.29	11.3	0	6	0.03	0	756	10.78	3.32	12.22	0.06	25.45	23.6		6	0.41	0	0.6	0	3.85	60.7	0.54	
S55	S	"Dressing, salad, Kraft"	0	0		1.6	24.78	23.95	23.95	25.07	0	0		0	5.17	24.78	17.6	0		4	47.6	100	281.9	282.3	1172.58	1174.18	280.9	1174.18	284.26	1188.2	20.4						3.873		11.8	5.484		3.873	1.558		0.2			4	4	0	5.33		5.45	1.64	0.05	0	0.23	0	0	0.3	0.3	0	0.1	18.1	8.81	0.63	6	0.03	0	716	9.14	4.03	14.81	0.06	24.98	24.15		6	0.41	0	0.6	0	3.85	52.4	0.15	
S56	S	"Dressing, seafood, Eta"	0	0		2.75	9.28	11.52	11.52	11.68	0	0		0	9.04	9.28	19	0		4	37.05	100	255.58	258.38	1057.47	1068.67	255.66	1068.67	246.53	1030.5	23						10.924		6.385	12.527		10.924	2.373	0.921	1.4			4	4	0	4.15		4.24	1.64	0.4	0	4.39	0	0	0.3	0.3	0	0.1	28.3	116	0.63	6	0.03	0	1090	0	3.13	11.52	0.06	10.68	12.92		6	0.41	0	0.6	0	3.85	62.95	0.28	
S57	S	"Dressing, salad, light, Eta"	0	0		2.7	4.3	8.43	8.43	8.47	0	0		0	7.85	4.3	0	0		0	8.3	100	34.62	37.02	147.01	156.61	37.47	156.61	20.67	86.4	0.1						0.002		0.005	0.002		0.002	0.001		1.2			0	0	0	3.9		3.65	1.64	0	0	1.53	0	166	0	0	0	0	2.75	34.1	0	0	0.01	0	1000	0	0.88	8.43	0.05	5.5	9.63		0	0	0	0.55	0	0.08	91.7	0.23	
S61	S	"Curry paste, Thai red"	0			1	4.19	6.7	6.7	7.15	530	530		0	32	4.19	9	0.53		4	21.8	100	138.25	145.25	572.81	600.81	143.74	600.81	133.52	558.1	11.8								3.3	1.2			6.6		3.5			4	4	0	0		2.2	1.6	5.2	0	12	0	2200	0.2	0.3	0.1	0.21	39	85	1.31	0	0.1	20	980	4.5	0	2.2	0.01	7.69	10.2		88.51	0	0	0	0	5	78.2	0.5	
S63	S	"Sauce, oyster"	0	0		1.9	6.69	6.58	6.58	7.15	10.7	10.7		0	75.9	6.69	33.2	2.18		15	23.24	100	128.27	128.73	534.09	535.93	128.21	535.93	128.67	537.83	8.86								3.437	2.477			2.552		0.23			15	15	0	0		0	3	3.58	0	33.5	0	60	0.3	1.15	0.85	0.89	107	185	5.56	126	0.17	0	251	4.8	1.78	1.78	0.11	6.92	6.81		127.79	8.84	0.06	3.3	0	1.33	76.76	0.09	
S64	S	"Dressing, mayonnaise, reduced fat, commercial"	0			1.9	23.08	23.2	23.2	24.14		8		0	8	23.08	24	0.03		16	46.7	100	285.69	285.69	1187.67	1187.67	284.13	1187.67	283.64	1185.6	21.2								5.5	12.3			2.3		0	0	0	16	16	0	4.4		4.6	1.64	0.2	0	2	0	0	0.1	0.1	0	0.09	19	15	0.52	1	0.24	2	800	4.6	9.6	18.6	0.02	23.08	23.2		2.34	0	0.04	0	0	8.33	53.3	0	
S68	S	"Sauce, pasta, chunky vegetable, tomato based, heated, composite"	0		2.39	2.15	10.07	10.55	10.55	10.83		1000		0	35.4	10.07	0	0.16	0	2.9	17.1	100	55.51	60.31	235.08	254.28	60.83	254.28	58.89	246.15	0.68								0.188	0.37			0.091		2.4			2.9	2.9	0	3.4	0.08	3.1	5	0.76	0	28	0	242	0.2	1.23	1.03	0.31	49	477	1.8	0	0.09	0.97	496	1.45	2.6	9.1	0.12	12.47	12.95		167	0	0.3	2.72	0	2.4	82.9	0.29	
S69	S	"Sauce, simmer, sweet & sour, heated, composite"	0		0	1.3	26.42	27.04	27.04	27.92		4100		0	10	26.42	0	0.04		2	29.1	100	112.39	113.59	477.38	482.18	115.35	482.18	112.82	471.6	0.22								0.07	0.07			0.07		0.6			2	2	0	6.5		6.45	0	0	0	5.1	0	233	0.1	0.18	0.08	0.09	9.4	71.1	0.56	0	0.03	0	445	3.49	10.6	23.55	0.09	27.02	27.64		684.7	0	0.04	0	0	0	70.9	0.07	
S7	S	"Dressing, vinaigrette"	0			2.5	9.81	10.03	10.03	10.19		11		0	10	9.81	0	0.02		3	61.6	100	477.57	478.17	1969.3	1971.7	471.7	1971.7	470.81	1968	48.3								11.14	28.057			6.98		0.3			3	3	0	4		3.4	0.8	0.2	0	6	0	100	0	0	0	0.11	5	15	0.69	0	0	0.1	787	0.5	2.13	9.53	0	10.11	10.33		1.84	0.5	0.03	0	0	10.5	38.4	0.1	
S70	S	"Sauce, simmer, butter chicken, heated, composite"	0		1.97	2.2	10.08	9.78	9.78	10.29		214		0	43.4	10.08	17.6	0.09	0	15	26.85	100	140.97	144.77	586.32	601.52	143.9	601.52	145.11	606.55	10.23								3.688	2.027		0.183	3.713	0.032	1.9			15	15	0	1.9	0.08	1.7	3	0.78	0	20	0	312	0.4	1.26	0.86	0.4	43.5	264	2.44	18.75	0.12	1.4	598	3.98	2.2	5.8	0.13	11.98	11.68		54.49	0.1	0.01	0	0	1.98	73.15	0.25	
S71	S	"Sauce, simmer, satay, heated"	0		0.72	1.7	10.51	12.01	12.01	12.66		315		0	17.9	10.51	0	0.18	0	15	27.4	100	136.24	142.44	569.07	593.87	142.07	593.87	135.98	568.4	7.97								3.666	1.699		0.117	1.97	0.014	3.1			15	15	0	1.15	0.18	1.1	2	0.47	0	30.6	0	335	1	3.23	2.23	0.71	57.7	176	4.12	5	0.06	1.45	497	3.31	6.45	8.7	0.11	13.61	15.11		57.61	0	0.03	0	0	0.74	72.6	0.41	
S72	S	"Sauce, simmer, savoury, heated"	0		0.8	1.5	9.41	10.49	10.49	10.98		600		0	20.4	9.41	0	0.1	0	2.9	14.9	100	55.37	58.37	234.46	246.46	58.96	246.46	54.57	228.1	0.69								0.165	0.29			0.165		1.5			2.9	2.9	0	2.4	0.03	2	2	0.62	0	14.5	0	135	0.2	1.23	1.03	0.3	27.3	249	1.8	5	0.09	0.87	405	3.69	2.4	6.8	0.12	10.91	11.99		105.2	0	0.3	0	0	0.8	85.1	0.18	
S73	S	"Hummus, original, 6.5% fat, composite"	0		1.77	1.6	11.04	11.3	11.3	12.43		20		0	29.1	11.04	0	0.24		0.1	31.8	100	128.93	140.93	540.18	588.18	140.71	588.18	139.67	583.8	6.22						2.652		2.432	2.652		2.652	0.828		6			0.1	0.1	0	0	0.57	0	1	1.58	0	48.1	0	1140	0.8	5.27	4.47	1.11	125	195	6.94	0	0.05	5.55	300	11.3	0	0	0.21	17.04	17.3		3.34	0	0.04	2.15	0	1.83	68.2	1.22	
S74	S	"Hummus, sundried tomato, 7.5% fat, composite"	0		1.77	1.7	10.15	12.3	12.3	13.36	77.5	77.5		0	31.2	10.15	0	0.24		0.1	30.85	100	134.66	146.66	563.94	611.94	146.4	611.94	137.64	575.35	6.69						3.166		2.206	3.166		3.166	1.024		6			0.1	0.1	0	0.95	0.57	0.75	1	1.5	0	45.3	0	1030	0.8	5.27	4.47	1.01	114	294	6.31	0	0.05	6.1	282	10.6	0	1.7	0.21	16.15	18.3		12.94	0	0.04	6.01	0	1.83	69.15	1.05	
S75	S	"Hummus, roasted capsicum, 7.5% fat, composite"	0		1.77	1.55	11.61	13.1	13.1	14.24	156	156		0	28.6	11.61	0	0.23		0.1	31.3	100	127.91	139.91	536.88	584.88	139.92	584.88	133.86	559.55	5.39						2.535		1.891	2.552		2.552	0.684		6			0.1	0.1	0	0.95	0.57	0.75	1	1.51	0	45.4	0	1160	0.8	5.27	4.47	1.08	120	239	6.75	0	0.05	6.1	286	11.4	0	1.7	0.21	17.61	19.1		26.05	0	0.04	6.01	0	1.83	68.7	1.13	
S76	S	"Dip, feta & spinach, 20% fat, composite"	0		0.99	2.7	3.28	2.43	2.43	2.56	365	365		0	162	3.28	76.6	0.04		0	37.1	100	243.49	244.49	1007.01	1011.01	241.87	1011.01	245.33	1025.5	22.26								6.65	0.841			12.8		0.5			0	0	0	0	0.02	0	6	0.18	2.3	13.1	0	72	2.1	2.1	0	1.31	157	124	8.36	227	0.28	3.2	673	0.13	0	2.3	0	3.78	2.93		287.96	0.54	0.06	0	0.4	0.99	62.9	0.79	
S77	S	"Dip, sour cream, assorted flavours, 30% fat, La Bonne"	0		1.57	1.45	9.16	5.77	5.77	5.98	65.5	65.5		0	56.8	9.16	43.6	0.06		0	40.7	100	278.6	278.6	1150.26	1150.26	275.18	1150.26	288.96	1207.85	27.03								12.9	4.63			7.37		0	0	0	0	0	0	1.2	0.18	1.1	4	0.26	1.7	8.58	0	43	0.7	0.7	0	0.48	55.6	115	3.06	104	0.28	2.65	281	0.77	1	5	0	9.16	5.77		114.94	0.37	0.06	0	0.3	1.59	59.3	0.27	
S78	S	"Dip, sour cream, assorted flavours, 12% fat, composite"	0		1.57	1.85	7.34	4.38	4.38	4.63	65.5	65.5		0	117	7.34	42	0.01		0	25.5	100	140.43	140.43	582.42	582.42	139.33	582.42	151.35	632.65	11.53								3.38	0.202			7.04		0	0	0	0	0	0	0	0.18	0	8	0.07	3.7	11.6	0	17	0.7	0.7	0	0.75	103	174	4.79	68	0.28	2.65	369	0.68	0	3.7	0	7.34	4.38		78.94	0.58	0.06	0	0.2	1.59	74.5	0.37	
S79	S	"Dip, sour cream, lite, assorted flavours, 7% fat, composite"	0		1.57	2	10.17	7.31	7.31	7.71	65.5	65.5		0	129	10.17	27	0.06		0	25.6	100	117.93	117.93	492.44	492.44	117.81	492.44	129.43	541	6.99								2.05	0.143			4.07		0	0	0	0	0	0	0	0.18	0	11	0.09	4	12.9	0	23	1.5	1.5	0	1.01	114	287	6.44	56	0.28	2.65	404	0.66	2.65	6.65	0	10.17	7.31		66.94	0.78	0.06	0	0.2	1.59	74.4	0.5	
S8	S	"Sauce, custard"	0			0.8	15.5	15.4	15.4	16.4	24	24		0	130	15.5	16	0.01		5	24.5	100	116.9	116.9	491.21	491.21	117.51	491.21	117.92	492.9	4.5								1.3	0.2			2.8		0	0	0	5	5	0	0		0	3	0.1	5.2	13	0	11.2	0.9	1	0.1	0.58	110	160	3.7	59	0.18	8.7	81	4.6	5.6	10.8	0.04	15.5	15.4		63.01	0.5	0.06	1	0.03	0.1	75.5	0.4	
